1 0.910000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
2 1.350000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
3 1.790000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
4 2.230000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
5 2.670000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
6 3.110000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
7 3.550000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
8 3.990000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
9 4.430000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
10 4.870000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
11 5.310000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
12 5.750000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
13 6.190000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
14 6.630000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
15 7.070000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
16 7.510000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
17 7.950000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
18 8.390000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
19 8.830000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
20 9.270000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
21 9.710000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
22 10.150000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
23 10.590000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
24 11.030000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
25 11.470000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
26 11.910000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
27 12.350000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
28 12.790000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
29 13.230000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
30 13.670000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
31 14.110000 1.000000 0.060000 0.200000 0.000000 0.000000 0.000000
32 0.690000 1.821051 0.060000 0.200000 0.000000 0.000000 0.000000
33 1.130000 1.821051 0.060000 0.200000 0.000000 0.000000 0.000000
