0.1040952E+40 0.2810945E-01 0.8534732E-02 0.3026155E-02 0.1738291E-02 0.1273417E-02 0.9994669E-03 0.7773362E-03 0.5912375E-03 0.4482438E-03 0.3459132E-03 0.2746735E-03 0.2247940E-03 0.1889417E-03 0.1621609E-03 0.1412432E-03 0.1241564E-03 0.1096481E-03 0.9696881E-04 0.8568775E-04 0.7556816E-04 0.6648171E-04 0.5835294E-04 0.5112599E-04 0.4474684E-04 0.3915612E-04 0.3429015E-04 0.3008120E-04 0.2646066E-04 0.2336189E-04 0.2072247E-04 0.1848544E-04 0.1660030E-04 0.1502318E-04 0.1371608E-04 0.1264788E-04 0.1179266E-04 0.1112914E-04 0.1064139E-04 0.1031747E-04 0.1014951E-04 0.1013346E-04 0.1026901E-04 0.1055957E-04 0.1101234E-04 0.1163866E-04 0.1245381E-04 0.1347831E-04 0.1473767E-04 0.1626233E-04 0.1808994E-04 0.2026424E-04 0.2283595E-04 0.2586293E-04 0.2940937E-04 0.3354485E-04 0.3834245E-04 0.4387622E-04 0.5021799E-04 0.5743680E-04 0.6559809E-04 0.7476920E-04 0.8503537E-04 0.9653116E-04 0.1094940E-03 0.1243489E-03 0.1418342E-03 0.1631877E-03 0.1904301E-03 0.2267701E-03 0.2771878E-03 0.3490823E-03 0.4522972E-03 0.5964756E-03 0.7837916E-03 0.1006359E-02 0.1279262E-02 0.1741528E-02 0.3023295E-02 0.8505356E-02 0.2800431E-01 0.1040952E+40
0.1917914E+04 0.1917914E+04 0.1739206E+04 0.1523908E+04 0.1397308E+04 0.1347538E+04 0.1344628E+04 0.1366406E+04 0.1400962E+04 0.1444872E+04 0.1499084E+04 0.1565251E+04 0.1643956E+04 0.1734351E+04 0.1834419E+04 0.1941459E+04 0.2052541E+04 0.2164872E+04 0.2275992E+04 0.2383896E+04 0.2487070E+04 0.2584461E+04 0.2675425E+04 0.2759652E+04 0.2837079E+04 0.2907818E+04 0.2972114E+04 0.3030282E+04 0.3082671E+04 0.3129640E+04 0.3171533E+04 0.3208673E+04 0.3241392E+04 0.3269905E+04 0.3294346E+04 0.3315096E+04 0.3332135E+04 0.3345688E+04 0.3355828E+04 0.3362675E+04 0.3366291E+04 0.3366697E+04 0.3363892E+04 0.3357847E+04 0.3348499E+04 0.3335716E+04 0.3319442E+04 0.3299433E+04 0.3275701E+04 0.3247905E+04 0.3215877E+04 0.3179432E+04 0.3138244E+04 0.3092003E+04 0.3040380E+04 0.2983029E+04 0.2919614E+04 0.2849830E+04 0.2773436E+04 0.2690312E+04 0.2600503E+04 0.2504291E+04 0.2402269E+04 0.2295427E+04 0.2185200E+04 0.2073511E+04 0.1962739E+04 0.1855612E+04 0.1755021E+04 0.1663674E+04 0.1583627E+04 0.1515806E+04 0.1459717E+04 0.1413800E+04 0.1377210E+04 0.1353497E+04 0.1354726E+04 0.1403185E+04 0.1528906E+04 0.1743837E+04 0.1922668E+04 0.1922668E+04
0.2915954E+09 0.6240737E+01 0.3424422E+01 0.1971200E+01 0.1436397E+01 0.1203739E+01 0.1066376E+01 0.9536857E+00 0.8481603E+00 0.7527913E+00 0.6721654E+00 0.6069516E+00 0.5550414E+00 0.5133978E+00 0.4790717E+00 0.4496079E+00 0.4231428E+00 0.3983942E+00 0.3745664E+00 0.3512488E+00 0.3283120E+00 0.3058106E+00 0.2839006E+00 0.2627768E+00 0.2426286E+00 0.2236141E+00 0.2058552E+00 0.1894303E+00 0.1743786E+00 0.1607075E+00 0.1483994E+00 0.1374195E+00 0.1277246E+00 0.1192627E+00 0.1119774E+00 0.1058296E+00 0.1007662E+00 0.9674996E-01 0.9374861E-01 0.9173801E-01 0.9070119E-01 0.9062916E-01 0.9152131E-01 0.9338550E-01 0.9623765E-01 0.1001008E+00 0.1050075E+00 0.1109937E+00 0.1181134E+00 0.1264079E+00 0.1359345E+00 0.1467496E+00 0.1589018E+00 0.1724333E+00 0.1873717E+00 0.2037225E+00 0.2214616E+00 0.2405287E+00 0.2608203E+00 0.2821963E+00 0.3044839E+00 0.3274988E+00 0.3510861E+00 0.3751801E+00 0.3998851E+00 0.4255740E+00 0.4529961E+00 0.4833842E+00 0.5185594E+00 0.5609527E+00 0.6135110E+00 0.6792858E+00 0.7603927E+00 0.8560991E+00 0.9616144E+00 0.1073695E+01 0.1209863E+01 0.1441034E+01 0.1974140E+01 0.3425261E+01 0.6242989E+01 0.1977947E+09
-.3358505E+59 -.3247980E-03 -.4939059E-04 -.1287414E-04 -.1601753E-04 -.1831362E-04 -.1647688E-04 -.1201462E-04 -.7628130E-05 -.4675819E-05 -.3016585E-05 -.2132835E-05 -.1651542E-05 -.1371561E-05 -.1192376E-05 -.1063258E-05 -.9578819E-06 -.8628159E-06 -.7719333E-06 -.6833663E-06 -.5975750E-06 -.5160210E-06 -.4402977E-06 -.3716463E-06 -.3107588E-06 -.2577763E-06 -.2124273E-06 -.1741363E-06 -.1421579E-06 -.1156862E-06 -.9392945E-07 -.7615641E-07 -.6172141E-07 -.5006552E-07 -.4072916E-07 -.3333826E-07 -.2757613E-07 -.2321363E-07 -.2006563E-07 -.1800207E-07 -.1693744E-07 -.1682785E-07 -.1766931E-07 -.1949766E-07 -.2239015E-07 -.2646758E-07 -.3190590E-07 -.3892475E-07 -.4782769E-07 -.5898133E-07 -.7283363E-07 -.8993696E-07 -.1109357E-06 -.1365692E-06 -.1676535E-06 -.2050400E-06 -.2495509E-06 -.3018747E-06 -.3624324E-06 -.4312601E-06 -.5078653E-06 -.5911852E-06 -.6797329E-06 -.7720280E-06 -.8674188E-06 -.9674021E-06 -.1077592E-05 -.1210840E-05 -.1392897E-05 -.1674001E-05 -.2154518E-05 -.3037161E-05 -.4701582E-05 -.7677861E-05 -.1210619E-04 -.1657440E-04 -.1830330E-04 -.1574470E-04 -.1188450E-04 -.4375362E-04 -.2886051E-03 -.3358505E+59
0.8259222E+05 0.8259222E+05 0.6858971E+05 0.4969195E+05 0.3379458E+05 0.2108370E+05 0.1102400E+05 0.3237728E+04 -.2650697E+04 -.7119835E+04 -.1065105E+05 -.1360826E+05 -.1620170E+05 -.1851595E+05 -.2055843E+05 -.2229135E+05 -.2366173E+05 -.2461953E+05 -.2512934E+05 -.2517548E+05 -.2476463E+05 -.2392403E+05 -.2269758E+05 -.2114188E+05 -.1932073E+05 -.1730057E+05 -.1514810E+05 -.1292679E+05 -.1069389E+05 -.8499912E+04 -.6386762E+04 -.4390498E+04 -.2540783E+04 -.8470538E+03 0.6640349E+03 0.1962295E+04 0.3078876E+04 0.3976634E+04 0.4659034E+04 0.5123924E+04 0.5370191E+04 0.5397338E+04 0.5205496E+04 0.4795327E+04 0.4167608E+04 0.3325365E+04 0.2265036E+04 0.1020264E+04 -.4329534E+03 -.2072618E+04 -.3868417E+04 -.5812676E+04 -.7877658E+04 -.1002802E+05 -.1222368E+05 -.1441542E+05 -.1654754E+05 -.1855767E+05 -.2037974E+05 -.2194731E+05 -.2319626E+05 -.2406889E+05 -.2451948E+05 -.2451842E+05 -.2405625E+05 -.2314599E+05 -.2182090E+05 -.2012965E+05 -.1812477E+05 -.1584468E+05 -.1328234E+05 -.1035262E+05 -.6843121E+04 -.2385880E+04 0.3505196E+04 0.1131112E+05 0.2140561E+05 0.3416196E+05 0.5011274E+05 0.6906795E+05 0.8311731E+05 0.8311731E+05
-.9401954E+28 0.2654466E+00 0.8136222E-01 0.2419361E-01 0.5498241E-02 -.3471846E-02 -.7537231E-02 -.8371390E-02 -.7615844E-02 -.6572984E-02 -.5762641E-02 -.5226296E-02 -.4876488E-02 -.4631252E-02 -.4435734E-02 -.4255203E-02 -.4068045E-02 -.3862177E-02 -.3632878E-02 -.3381170E-02 -.3112190E-02 -.2833418E-02 -.2553048E-02 -.2278735E-02 -.2016787E-02 -.1771803E-02 -.1546799E-02 -.1343296E-02 -.1161617E-02 -.1001232E-02 -.8610412E-03 -.7396362E-03 -.6354868E-03 -.5470056E-03 -.4727893E-03 -.4115852E-03 -.3621216E-03 -.3235616E-03 -.2950995E-03 -.2761687E-03 -.2663840E-03 -.2655452E-03 -.2736359E-03 -.2908245E-03 -.3174657E-03 -.3540924E-03 -.4014858E-03 -.4604675E-03 -.5322653E-03 -.6181590E-03 -.7195414E-03 -.8380379E-03 -.9752495E-03 -.1132698E-02 -.1311657E-02 -.1512898E-02 -.1736417E-02 -.1981076E-02 -.2244271E-02 -.2521787E-02 -.2807643E-02 -.3094316E-02 -.3373443E-02 -.3636992E-02 -.3878877E-02 -.4096810E-02 -.4294123E-02 -.4481595E-02 -.4679874E-02 -.4923314E-02 -.5267244E-02 -.5795679E-02 -.6600382E-02 -.7643183E-02 -.8394958E-02 -.7524335E-02 -.3367486E-02 0.5754732E-02 0.2476348E-01 0.8310907E-01 0.2716211E+00 -.6393630E+28
-.6187917E+23 0.1829698E+03 0.8889456E+02 0.4113323E+02 0.2064088E+02 0.8980501E+01 0.1468956E+01 -.3315421E+01 -.6222747E+01 -.8030001E+01 -.9277758E+01 -.1023241E+02 -.1099223E+02 -.1158303E+02 -.1200673E+02 -.1225805E+02 -.1233218E+02 -.1222875E+02 -.1195372E+02 -.1151997E+02 -.1094697E+02 -.1025916E+02 -.9483729E+01 -.8648456E+01 -.7779699E+01 -.6900992E+01 -.6032699E+01 -.5191420E+01 -.4389995E+01 -.3637958E+01 -.2941935E+01 -.2306353E+01 -.1733923E+01 -.1225241E+01 -.7814492E+00 -.4030975E+00 -.8757393E-01 0.1639804E+00 0.3528850E+00 0.4797144E+00 0.5449271E+00 0.5487833E+00 0.4913165E+00 0.3723199E+00 0.1913643E+00 -.5204230E-01 -.3592176E+00 -.7292155E+00 -.1164260E+01 -.1664374E+01 -.2228295E+01 -.2855715E+01 -.3544291E+01 -.4289978E+01 -.5086694E+01 -.5925490E+01 -.6794187E+01 -.7676813E+01 -.8553479E+01 -.9400847E+01 -.1019248E+02 -.1090004E+02 -.1149514E+02 -.1195161E+02 -.1224781E+02 -.1236852E+02 -.1230572E+02 -.1205830E+02 -.1163053E+02 -.1102838E+02 -.1025154E+02 -.9276431E+01 -.8006695E+01 -.6175012E+01 -.3234464E+01 0.1600324E+01 0.9181202E+01 0.2093123E+02 0.4156478E+02 0.8962845E+02 0.1843444E+03 -.6203254E+23
0.1083581E+79 0.1123875E-02 0.1132556E-03 0.1565609E-04 0.5769863E-05 0.3463703E-05 0.2287044E-05 0.1408545E-05 0.8091073E-06 0.4639404E-06 0.2792167E-06 0.1787773E-06 0.1211520E-06 0.8611254E-07 0.6366431E-07 0.4858080E-07 0.3796500E-07 0.3014818E-07 0.2415184E-07 0.1940122E-07 0.1555871E-07 0.1242149E-07 0.9859113E-08 0.7777678E-08 0.6101185E-08 0.4763357E-08 0.3705656E-08 0.2876202E-08 0.2230028E-08 0.1729192E-08 0.1342456E-08 0.1044636E-08 0.8158075E-09 0.6404040E-09 0.5064655E-09 0.4048818E-09 0.3287227E-09 0.2729009E-09 0.2336960E-09 0.2085317E-09 0.1957668E-09 0.1945762E-09 0.2048889E-09 0.2273833E-09 0.2635409E-09 0.3157549E-09 0.3875329E-09 0.4837106E-09 0.6109042E-09 0.7778826E-09 0.9961950E-09 0.1280971E-08 0.1651715E-08 0.2133290E-08 0.2756857E-08 0.3560721E-08 0.4590937E-08 0.5901523E-08 0.7554418E-08 0.9620622E-08 0.1218234E-07 0.1534038E-07 0.1923174E-07 0.2406432E-07 0.3017870E-07 0.3815161E-07 0.4896610E-07 0.6430391E-07 0.8709055E-07 0.1226022E-06 0.1809210E-06 0.2825001E-06 0.4695009E-06 0.8196352E-06 0.1427862E-05 0.2314827E-05 0.3491203E-05 0.5785470E-05 0.1561970E-04 0.1124617E-03 0.1115214E-02 0.1083581E+79
0.8957838E+07 0.8957838E+07 0.7402076E+07 0.5584805E+07 0.4389176E+07 0.3701394E+07 0.3368102E+07 0.3301604E+07 0.3457619E+07 0.3816289E+07 0.4363382E+07 0.5078857E+07 0.5935651E+07 0.6902958E+07 0.7949243E+07 0.9043566E+07 0.1015613E+08 0.1125890E+08 0.1232601E+08 0.1333459E+08 0.1426548E+08 0.1510388E+08 0.1583963E+08 0.1646717E+08 0.1698523E+08 0.1739628E+08 0.1770613E+08 0.1792312E+08 0.1805742E+08 0.1812046E+08 0.1812433E+08 0.1808137E+08 0.1800382E+08 0.1790360E+08 0.1779115E+08 0.1767546E+08 0.1756708E+08 0.1747278E+08 0.1739830E+08 0.1734898E+08 0.1732807E+08 0.1733714E+08 0.1737613E+08 0.1744342E+08 0.1753563E+08 0.1764734E+08 0.1777284E+08 0.1790516E+08 0.1803374E+08 0.1814963E+08 0.1824224E+08 0.1829965E+08 0.1830954E+08 0.1825952E+08 0.1813735E+08 0.1793146E+08 0.1763146E+08 0.1722872E+08 0.1671704E+08 0.1609348E+08 0.1535885E+08 0.1451822E+08 0.1358136E+08 0.1256279E+08 0.1148164E+08 0.1036108E+08 0.9227628E+07 0.8110308E+07 0.7040175E+07 0.6049565E+07 0.5171335E+07 0.4437351E+07 0.3875359E+07 0.3505642E+07 0.3342322E+07 0.3405028E+07 0.3737807E+07 0.4428006E+07 0.5628791E+07 0.7454333E+07 0.9018631E+07 0.9018631E+07
0.3030020E+48 0.2511583E+00 0.4506285E-01 0.9825510E-02 0.4344096E-02 0.2842269E-02 0.2083028E-02 0.1489289E-02 0.1020145E-02 0.6962882E-03 0.4900278E-03 0.3597702E-03 0.2750637E-03 0.2177159E-03 0.1772668E-03 0.1475349E-03 0.1247176E-03 0.1064279E-03 0.9117504E-04 0.7806030E-04 0.6657279E-04 0.5644012E-04 0.4751963E-04 0.3972581E-04 0.3298708E-04 0.2722550E-04 0.2235433E-04 0.1827762E-04 0.1489565E-04 0.1211092E-04 0.9832474E-05 0.7978690E-05 0.6478638E-05 0.5271892E-05 0.4308579E-05 0.3548261E-05 0.2957900E-05 0.2512286E-05 0.2191988E-05 0.1983162E-05 0.1876732E-05 0.1868072E-05 0.1956814E-05 0.2146837E-05 0.2446444E-05 0.2868637E-05 0.3431983E-05 0.4160789E-05 0.5086985E-05 0.6250234E-05 0.7699471E-05 0.9494588E-05 0.1170654E-04 0.1441795E-04 0.1772227E-04 0.2172157E-04 0.2652285E-04 0.3223252E-04 0.3895058E-04 0.4677007E-04 0.5577894E-04 0.6607673E-04 0.7781433E-04 0.9126404E-04 0.1069277E-03 0.1256903E-03 0.1490319E-03 0.1793421E-03 0.2204496E-03 0.2785941E-03 0.3643500E-03 0.4961743E-03 0.7051154E-03 0.1033609E-02 0.1509074E-02 0.2107460E-02 0.2866259E-02 0.4364012E-02 0.9834002E-02 0.4495400E-01 0.2505253E+00 0.2060376E+48
